ID,ROUND,MONTH,WEEKDAY,LANG,D1,D6_1,D6_2A,D6_2B,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,QA1,QA2A,QA3A,QA2B,QA3B,QA2C,QA22,QA4,QA6A_1,QA7A_1,QA7AI_1,QA7AII_1,QA8A_1,QA8AI_1,QA6A_2,QA7A_2,QA7AI_2,QA7AII_2,QA8A_2,QA8AI_2,QA6A_3,QA7A_3,QA7AI_3,QA7AII_3,QA8A_3,QA8AI_3,QA6A_4,QA7A_4,QA7AI_4,QA7AII_4,QA8A_4,QA8AI_4,QA6A_5,QA7A_5,QA7AI_5,QA7AII_5,QA8A_5,QA8AI_5,QA6A_6,QA7A_6,QA7AI_6,QA7AII_6,QA8A_6,QA8AI_6,QA6A_7,QA7A_7,QA7AI_7,QA7AII_7,QA8A_7,QA8AI_7,QA6A_8,QA7A_8,QA7AI_8,QA7AII_8,QA8A_8,QA8AI_8,QB1_1,QB4_1,QB1_2,QB4_2,QB1_3,QB4_3,QB1_4,QB4_4,QB1_5,QB4_5,QB1_6,QB4_6,QB1_7,QB4_7,QB1_8,QB4_8,QC1_1,QC1_2,QC1_3,QC1_4,QC1_5,QC1_6,QC1_8,QC1_10,QC3_1,QC5_1,QC3_2,QC5_2,QC3_3,QC5_3,QC6_3,QC3_4,QC5_4,QC6_4,QC3_5,QC5_5,QC3_6,QC5_6,QC3_8,QC5_8,QC6_8,QC3_10,QC5_10,QC6_10,QQ1A_1,QQ1A_2,QQ1A_3,QQ1A_4,QQ1A_5,QQ1B,QQ1D,QQ11D,QQ2,QQ11A,QQ3,QQ3A,QQ13A_1,QQ13A_2,QQ13A_3,QQ13A_4,QQ13A_5,QQ13A_6,QQ13A_7,QQ13A_8,QQ13A_9,QQ13A_10,QQ13A_11,QQ13B_1,QQ13B_2,QQ13B_3,QQ13B_4,QQ13B_5,QQ13B_6,QQ13B_7,QQ13B_8,QQ13B_9,QQ13B_10,QQ19A,Q19C_1,Q19C_2,Q19C_3,Q19C_4,Q19C_5,Q19C_6,Q19C_7,Q19C_8,Q19C_9,QQ19B,QQ4C,QQ8,QQ9,QQ10,D10_1,D10_2,D10_3,D10_4,D10_5,D10_6,D10_7,D10_8,D8,D13a,D13b,QA5A_1,QA5A_2,QA5A_3,QA5A_4,QA5A_5,QA5A_6,QA5A_7,QA5A_8,QB3_1,QB3_2,QB3_3,QB3_4,QB3_5,QB3_6,QB3_7,QB3_8,QC2_1,QC2_2,QC2_3,QC2_4,QC2_5,QC2_6,QC2_8,QC2_10,COUNTRY,EDUCATION,AGE,INCOME,HHSIZE,DEPCHILDREN,URBAN,Gross_weight,D3_AT,D3_BE,D3_EE,D3_ES,D3_GR,D3_FI,D3_FR,D3_IE,D3_IT,D3_LT,D3_LU,D3_LV,D3_PT,D3_SI,D3_SK,D3_CY,D3_MT
6181_1_16_1,1,11,6,26,1,3,,4,0,0,1,0,0,0,0,40,,,,,,,999996,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,5,4,3,4,2,3,4,2,,,,,,,,,,,1,1,0,0,0,,4,,1,1,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,,,,,,,,,,6,3,1,1,1,0,0,0,0,1,1,0,0,7,0,,8,,,,,,,,,,,,,,,,,30,20,2.5,,,,,SK,2,11,1,1,,0,2666.988941,,,,,,,,,,,,,,,4,,
6184_1_16_1,1,11,6,26,1,3,,3,0,0,1,0,0,0,0,20,,,,,,,999996,6,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,3,4,2,4,5,1,1,2,4,1,,,,,,,,,,,1,1,0,0,0,,1,3,2,5,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,,,,,,,,,,1,4,1,1,2,1,0,0,1,1,1,0,0,1,0,,6,,,,,,,,,,,,,,,,700,55,35,15,,,,,SK,2,4,3,4,1,0,3934.7736,,,,,,,,,,,,,,,2,,
6204_1_16_2,2,4,4,26,2,3,,4,0,0,1,0,0,0,0,90,,,,,,,999996,1,1,,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,0,,,,,,,,5,4,2,,,5,4,5,6,2,,,,0,0,0,1,0,,3,,,,1,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,,,,,6,1,1,0,,0,0,0,0,0,0,1,0,7,0,,50,30,,,,,,,,,,,,,,,,,,17,,15,3,,SK,1,11,1,2,0,0,5606.980785,,,,,,,,,,,,,,,4,,
6207_1_16_2,2,4,6,26,2,2,2,,0,0,1,0,0,0,0,300,,,,,,,999996,10,2,2,,,1,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,,,,,3,2,1,3,4,2,,,,,,,,,,,1,1,0,0,0,,2,,1,5,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,,,,,,,,,,2,3,1,0,,0,0,1,1,0,1,0,0,1,0,,70,66.3,,,,,,,,,,,,,,,,,120,65,,,,,SK,2,6,4,5,2,1,2811.360772,,,,,,,,,,,,,,,2,,
6208_1_16_1,1,10,5,26,1,3,,4,0,0,0,0,0,1,0,200,,,,,,,999996,14,1,,,999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,,,2,4,,,,2,4,1,,,2,4,,,,,,,1,1,0,0,0,,1,999999,2,5,1,,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,,,,,6,2,1,1,5,0,0,1,0,0,1,0,0,2,0,,20,,,,,,,,,,,,,,,,,100,,26,,9,,,SK,2,11,2,2,0,0,1393.906461,,,,,,,,,,,,,,,2,,
6211_1_16_2,2,4,5,26,1,2,3,,1,0,1,0,0,1,1,136,30,1,999997,,,,20,5,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,999997,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,,,3,4,,,,,,,,,1,4,,,,5,4,1,1,1,0,0,0,,3,,1,1,1,,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,,,,,,,,,,5,3,4,0,,0,1,0,1,1,0,0,0,1,0,,21,,,,,,,,50,,,,,,,,,126,,,,28,,233,SK,2,4,2,5,3,0,3780.990523,,,,,,,,,,,,,,,4,,
6215_2_16_2,2,3,3,26,2,2,2,,1,0,1,0,0,0,0,36,30,1,30,1,0,,66,6,1,,,1,,4,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,6,4,6,4,,,,6,4,1,,,,,,,,,,,1,1,0,0,0,,1,3,1,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,,,,,,,,,,3,4,1,0,,1,0,0,1,0,0,0,0,1,,,12,18,,,,,,,,,,,,,,,214,35,,42,,,,,SK,3,10,3,2,0,1,1605.642691,,,,,,,,,,,,,,,1,,
6221_2_16_2,2,3,3,26,2,2,4,,0,0,1,0,0,0,1,20,,,,,,,999996,6,2,2,,,1,1,2,2,,,1,4,3,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,12,1,4,6,999997,,,,,,,,,,0,0,1,0,0,1,1,0,,,,,2,4,2,,,,,,3,4,1,4,2,,,,1,1,0,0,0,,1,999999,2,5,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,,,,,,,,,,2,3,1,1,3,0,0,1,1,0,1,0,0,1,,,19.47,11,12.05,,,,,,19.47,11,12.05,,,,,,,,31.98,,,9.99,20,,SK,3,2,3,4,0,1,1568.838859,,,,,,,,,,,,,,,3,,
6223_1_16_2,2,4,4,26,1,2,6,,0,0,1,0,0,0,0,10,,,,,,,999996,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,1,2,4,,,,,,3,4,2,,,,,3,4,2,2,4,2,1,1,0,0,0,,1,3,1,5,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,3,4,2,0,,1,1,1,1,1,0,0,0,1,0,,4.3,,,,,,,,,,,,,,,,230,,,45.8,,,15,262,SK,2,3,3,2,0,1,1179.951836,,,,,,,,,,,,,,,1,,
6226_2_16_2,2,3,3,26,1,2,2,,0,0,1,0,0,0,1,15,,,,,,,999996,2,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,999997,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,3,4,,,,,,3,4,2,,,,,,,,2,4,2,1,1,0,0,0,,2,,1,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,,,,,,,,,,3,3,1,0,,1,1,0,1,0,1,0,0,1,,,12.99,,,,,,,,21.95,,,,,,,,250,,,19,,,,191.11,SK,2,6,3,3,0,1,1895.264004,,,,,,,,,,,,,,,1,,
6228_1_16_2,2,4,5,26,1,2,4,,0,0,0,0,0,0,1,20,,,,,,,999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,11,2,11,999997,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,3,4,3,4,1,2,4,2,,,,,,,,,,,1,1,0,0,0,,3,,1,5,2,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,5,1,0,1,0,0,0,0,0,0,1,4,1,1,3,0,0,0,1,1,1,0,0,1,0,,,,,,,,,,30,95,,,,,,,,31,29,6,,,,,SK,2,10,,3,1,0,2156.831894,,,,,,,,,,,,,,,3,,
622_1_16_1,1,10,2,26,2,3,,2,1,0,1,0,0,0,0,115,20,5,20,5,1,,999999,5,2,2,,,1,1,1,,,1,,1,1,,,1,,4,2,2,,,1,14,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,2,4,,,,,,,,,,,,,,,,,1,0,0,0,0,,2,,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,,,,,,,,,,3,2,2,0,,0,0,0,1,0,0,0,0,1,1,,85,40,6,40,30,,,,,,,,,,,,,158,,,,,,,SK,2,1,3,5,2,1,2482.256679,,,,,,,,,,,,,,,1,,
6251_1_16_2,2,5,4,26,1,2,3,,0,0,1,0,0,0,0,110,,,,,,,999996,5,1,,,0,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,,,2,4,,,,3,4,1,,,,,,,,,,,1,1,0,0,0,,1,3,1,5,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,3,4,1,1,2,0,0,1,1,0,0,0,0,1,0,,40,8.6,,,,,,,,,,,,,,,,190,,19.9,,,,,SK,1,2,1,4,2,1,4268.018128,,,,,,,,,,,,,,,4,,
6254_1_16_2,2,4,1,26,2,2,2,,0,0,1,0,0,0,0,6,,,,,,,999996,1,2,2,,,1,4,2,2,,,1,3,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,0,0,2,4,2,4,2,4,2,3,4,2,,,2,4,,,,,,,1,1,0,0,0,,3,,2,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,,,,,,,,,,2,3,1,0,,1,0,0,1,1,0,0,0,1,0,,28,20,13,,,,,,,,,,,,,,280,93.07,40,42,,76.31,,,SK,3,9,2,5,3,0,3101.554049,,,,,,,,,,,,,,,2,,
625_1_16_1,1,10,5,26,1,2,3,,0,0,1,0,0,0,1,16,,,,,,,999996,3,1,,,0,,6,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,13,1,999997,,,,,,,,,,,,0,1,0,1,0,1,0,0,,,2,4,,,,3,4,1,,,2,3,,,,,,,1,1,0,0,0,,1,3,1,5,1,,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,,,,,,,,,,999999,1,1,0,,0,0,1,1,0,1,0,0,1,0,,3.6,1.55,,,,,,,29.6,62.9,,,,,,,,88.52,,49,,25,,,SK,2,7,2,3,0,1,2002.152535,,,,,,,,,,,,,,,2,,
6264_1_16_1,1,10,5,26,1,2,3,,0,0,1,0,0,0,0,40,,,,,,,40,1,2,2,,,1,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,,,6,4,3,1,2,,,,,,,,,,,,,,1,1,0,0,0,,1,3,2,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,,,,,,,,,,3,3,1,0,,0,0,1,1,1,1,0,0,1,0,,20,10,,,,,,,,,,,,,,,,170,80,,,,,,SK,2,5,2,3,1,1,1820.578185,,,,,,,,,,,,,,,4,,
6266_1_16_1,1,10,3,26,2,3,,1,0,0,0,1,0,0,0,90,,,,,,,999996,4,1,,,1,,1,1,,,1,,6,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,3,4,1,4,,,,3,4,2,,,,,,,,,,,1,0,0,0,0,,1,3,1,1,2,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,,,,,,,,,,3,3,3,1,2,1,0,1,0,1,0,0,0,1,0,,50,15,25,,,,,,,,,,,,,,650,60,,40,,,,,SK,1,4,2,2,0,0,988.2872113,,,,,,,,,,,,,,,2,,
6266_1_16_2,2,5,6,26,1,2,4,,0,0,0,0,0,0,0,43,,,,,,,999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,1,5,4,3,4,,,,5,4,2,,,5,4,,,,2,4,1,1,1,0,0,0,,3,,1,5,3,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,,,,,,,,,,3,2,1,1,1,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,162,160,,48,,6,,365,SK,2,2,,4,2,1,3613.19599,,,,,,,,,,,,,,,4,,
6267_1_16_2,2,4,7,26,1,2,4,,0,0,1,0,0,0,0,150,,,,,,,40,5,2,2,,,1,6,2,2,,,1,4,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,1,,,2,4,6,1,1,2,4,2,,,,,,,,2,4,1,1,1,0,0,0,,2,,1,5,2,2,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,,,,,,,,,,3,3,1,1,2,0,1,1,1,0,0,0,0,1,0,,20,40,79,,,,,,,,,,,,,,,158,100,70,,,,150,SK,2,5,3,5,3,1,3619.611766,,,,,,,,,,,,,,,3,,
6271_1_16_2,2,4,4,26,1,1,,,1,0,1,0,1,1,0,80,30,1,999997,,,,999996,1,1,,,1,,6,2,2,,,1,9,1,,,0,,1,2,2,,,1,10,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,0,0,,,3,4,3,1,2,3,4,2,,,3,4,,,,,,,1,1,0,0,0,,1,3,1,5,3,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,4,2,1,4,0,0,1,1,1,0,0,0,1,0,,5,40,6,58,50,,,,,,,,,,,,,130,140,90,,20,,,SK,2,7,5,4,2,1,3545.6859,,,,,,,,,,,,,,,2,,
6277_1_16_1,1,10,4,26,2,3,,2,0,1,1,0,0,0,1,20,,,,,,20,10,3,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,999997,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,,3,,2,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,,,,,,,,,,3,4,1,1,1,0,0,1,0,0,1,0,0,1,0,,5,,,,,,,,7.2,,,,,,,,,,,,,,,,SK,2,1,2,4,2,0,2910.000191,,,,,,,,,,,,,,,2,,
6277_1_16_2,2,4,4,26,1,2,4,,0,1,1,0,0,0,0,450,,,,,,4,999996,6,2,2,,,1,8,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,,1,3,1,5,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,,,,,,,,,,6,1,3,1,3,0,0,1,1,0,0,0,0,1,0,,3,8,,,,,,,,,,,,,,,,,,,,,,,SK,2,8,3,3,0,1,2445.980521,,,,,,,,,,,,,,,4,,
627_1_16_2,2,4,3,26,2,3,,2,0,1,1,0,0,0,1,30,,,,,,30,20,9,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,999997,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,,4,,1,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,3,,,,,,,,,,2,3,1,1,2,0,0,1,0,0,1,0,0,1,0,,4,,,,,,,,10,,,,,,,,,,,,,,,,SK,2,1,3,1,,0,497.1507799,,,,,,,,,,,,,,,3,,
6283_1_16_1,1,11,2,26,2,3,,1,1,0,1,0,0,1,0,88,20,6,999997,,,,999999,4,2,2,,,1,14,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,,,2,4,,,,2,4,1,,,3,4,,,,,,,1,1,0,0,0,,3,,1,5,3,999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,,,,,,,,,,3,4,1,1,2,0,0,1,1,1,1,0,0,1,0,,72,30,,,,,,,,,,,,,,,,45,,30,,20,,,SK,1,6,1,3,0,1,1590.199332,,,,,,,,,,,,,,,3,,
6284_1_16_2,2,4,2,26,2,3,,4,0,0,1,0,0,0,0,34,,,,,,,999996,3,1,,,1,,6,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,2,4,3,4,,,,5,4,2,,,,,,,,,,,1,1,0,0,0,,3,,3,5,1,,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,,,,,,,,,,6,3,1,1,2,1,0,1,0,0,0,0,0,7,0,,8,2.2,,,,,,,,,,,,,,,120,97,,20,,,,,SK,2,11,2,2,0,0,6108.063128,,,,,,,,,,,,,,,1,,
6284_2_16_1,1,11,5,26,3,3,,2,0,0,1,0,0,0,1,17,,,,,,,999996,6,1,,,1,,1,2,2,,,0,10,3,,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,3,1,13,11,999997,,,,,,,,,,0,0,1,1,0,0,1,0,,,,,3,4,2,3,4,2,,,,,6,4,2,,,,1,1,0,0,0,,1,3,3,5,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,,,,,,,,,,2,3,1,0,,0,0,0,1,0,0,0,0,1,,,1,2.5,2,,,,,,1,2.5,2,,,,,,,,20,32,,,15,,SK,2,1,2,3,1,1,338.2900106,,,,,,,,,,,,,,,2,,
6285_2_16_1,1,11,5,26,2,3,,4,1,0,1,0,0,1,1,15,100,2,999997,,,,75,1,2,2,,,1,3,1,,,0,,15,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,11,12,1,999997,,,,,,,,,,1,1,1,1,1,0,0,1,1,4,3,4,,,,3,4,2,5,1,,,,,,1,1,2,1,1,0,0,0,,1,3,2,5,2,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,4,0,0,0,1,0,1,0,0,0,2,3,2,0,,1,1,0,1,0,0,0,0,1,,,10.25,25.2,7.7,,,,,,10.25,25.2,7.7,,,,,,32,150,,28.2,21,,,25,SK,2,9,1,1,,1,811.8722075,,,,,,,,,,,,,,,2,,
6296_2_16_1,1,11,5,26,1,2,4,,0,0,1,0,0,1,1,4,,,,,,,999996,10,1,,,0,,14,3,,1,,1,14,3,,1,,1,14,3,,1,,1,14,3,,2,,0,,,,,,,,,,,,,,,,,,,13,11,13,11,9,11,999997,,,,,,,,,,1,0,0,1,0,1,0,1,3,4,,,,,,6,4,2,,,1,4,,,,3,4,2,1,1,1,0,0,3,1,3,1,5,2,2,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,3,3,1,0,,1,1,1,1,0,1,0,0,1,,,35,100,100,89,115,,,,100,100,89,,,,,,100,,,46.64,,11.99,,100,SK,3,3,3,3,0,0,1783.008168,,,,,,,,,,,,,,,2,,
6297_1_16_2,2,4,3,26,2,1,,,0,0,1,0,0,0,0,25,,,,,,,999996,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,5,4,3,1,2,3,4,1,,,,,,,,,,,1,1,0,0,0,,4,,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,,,,,,,,,,3,3,1,1,999999,0,0,0,1,1,0,0,0,1,0,,14,,,,,,,,,,,,,,,,,35,50,40,,,,,SK,1,4,1,3,1,0,1775.515296,,,,,,,,,,,,,,,3,,
6298_2_16_1,1,11,5,26,2,3,,1,0,0,1,0,0,0,0,23,,,,,,,999996,10,1,,,1,,9,1,,,0,,10,1,,,1,,6,1,,,1,,6,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,3,4,2,4,1,2,4,1,,,,,,,,,,,1,1,0,0,0,,4,,2,5,1,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,,,,,,,,,,3,1,1,1,999999,0,0,0,1,1,0,0,0,1,,,3,1.8,3,8.4,4.2,,,,,,,,,,,,,45,50.18,33.6,,,,,SK,2,9,2,2,0,0,1214.562204,,,,,,,,,,,,,,,4,,
6303_1_16_2,2,4,4,26,1,2,3,,0,0,1,0,0,0,0,30,,,,,,,999996,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,2,4,,,,,,,,,,,,,,,,,1,1,0,0,0,,1,999999,1,5,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,5,1,0,0,1,1,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,1,0,,7,,,,,,,,,,,,,,,,,180,,,,,,,SK,2,7,4,3,1,1,1760.355233,,,,,,,,,,,,,,,3,,
6306_2_16_1,1,11,5,26,1,2,2,,0,0,1,0,0,0,0,15,,,,,,,4,1,3,,2,,1,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,,,2,4,,,,2,4,2,,,,,,,,,,,1,1,0,0,0,,1,1,1,3,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,,,,,,,,,,4,1,1,1,2,0,0,0,0,0,0,0,0,1,,,3.6,5.5,,,,,,,,,,,,,,,,93,,10,,,,,SK,2,4,2,2,0,1,1095.96045,,,,,,,,,,,,,,,3,,
6316_1_16_1,1,11,4,26,1,2,6,,0,0,0,0,0,0,0,30,,,,,,,999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,3,4,3,4,,,,2,4,1,,,2,4,,,,,,,1,1,0,0,0,,4,,1,5,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,,,,,,,,,,3,2,1,0,,1,0,1,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,200,40,,60,,45.5,,,SK,3,6,,3,0,0,1520.408109,,,,,,,,,,,,,,,2,,
6317_2_16_1,1,11,5,26,2,3,,4,0,0,0,0,0,1,1,36,,,,,,,999996,14,5,,,,0,11,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6,4,1,4,1,999997,,,,,,,,,,0,1,0,1,0,0,0,0,,,3,4,,,,3,4,2,,,,,,,,,,,1,1,0,0,0,,1,3,2,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,,,,,,,,,,2,3,1,0,,0,0,1,1,0,0,0,0,1,,,14.6,34,,,,,,,10,34,34,,,,,,,180.5,,33.5,,,,,SK,2,9,2,2,0,0,1264.38735,,,,,,,,,,,,,,,1,,
6326_2_16_1,1,11,5,26,2,3,,1,0,0,1,0,0,0,1,64,,,,,,,20,15,1,,,1,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,999997,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,3,4,2,4,,,,3,4,2,,,,,,,,,,,1,1,0,0,0,,3,,1,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,3,,,,,,,,,,1,4,1,0,,1,0,1,1,0,0,0,0,1,,,7.3,24.98,,,,,,,24.98,,,,,,,,41.99,187,,42,,,,,SK,3,10,2,1,,1,994.3897393,,,,,,,,,,,,,,,2,,
6331_1_16_2,2,5,6,26,1,999998,,,0,0,1,0,1,0,0,69,,,,,,,999996,7,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,5,4,5,4,5,4,2,5,4,2,5,4,,,,,,,,,1,1,0,0,0,,3,,1,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,,,,,,,,,,2,3,6,1,2,1,0,0,1,0,1,0,0,1,0,,215,,,,,,,,,,,,,,,,150,95,49,35,18,,,,SK,2,10,2,3,0,1,2415.322174,,,,,,,,,,,,,,,3,,
